history;Population;block;Individual;t;Treatment;Transplanting Date;Initial height(cm);Initial height;Flowering date;1cm bud date;Days to flowering;Days to achieve 1 cm bud;Total days;Total days1;Width (cm);Height (cm);vollum (cm3);N? buds;N? leaves;Bud biomass (mg);Roots biomass (mg);Aboveground biomass without leaves(mg);Aboveground biommas(mg);Total biomass(mg);Total.biomass1;root_shoot ratio;Stage;Flowering;Estmating the remain days;;flower sex;SLA LL(cm2/mg);SLA LM(cm2/mg);SLA LH(cm2/mg);SLA (cm2/mg);Fresh weight LL(mg);Turgid weight LL(mg);Dry weight LL(mg);Fresh weight LM(mg);Turgid weight LM(mg);Dry weight LM(mg);Fresh weight LH(mg);Turgid weight LH(mg);Dry weight LH(mg);RWC;Moisture (%);Leaves density;Relative growth rate;initial biomass_exp;initial biomass_linear;relative efficiency index 
ET;#12;1;20;ambient;ambient;20.01.2017;NA;6;15.03.2017;27.03.2017;54;12;66;66;19.6;34.6;10434.17;7;108;2;3419.7;7120;7487.9;10909.6;10.9096;0.46;5;1;;;M;0.328;0.241;0.155;0.242;63.9;72.7;17.3;970.9;1143.1;252.5;282.6;356.3;98.1;0.787;31.05;3.12;0.43;9.819262326;19.5309;28.6
ET;#12;1;19;elevated;elevated;20.01.2017;;0.5;15.03.2017;10.04.2017;54;26;80;80;13;97.6;12948.1;12;66;2.8;3965.9;6960;7109.7;11078.4;11.0784;0.56;5;1;;;M;0.456;0.291;0.269;0.339;25.2;48.9;9.1;353;390.8;93.5;84.6;180.2;47.1;0.52;13.1;0.68;1.21;2.341103735;-62.38445;2.15
ET;#12;1;3;elevated;elevated;20.01.2017;9.5;9.5;24.02.2017;14.03.2017;35;18;53;53;18.1;54.7;14067.41;16;127;2.7;3781.3;8210;8496.9;12280.9;12.2809;0.45;5;1;;;M;0.295;0.223;0.193;0.237;42.4;56.3;11.7;530.5;662.3;170.1;271.3;353.2;105.1;0.697;13.25;2.32;0.85;24.45208528;71.65885;1
ET;#12;1;2;ambient;ambient;20.01.2017;5;6;15.03.2017;27.03.2017;54;12;66;66;23.6;49.1;21467.19;17;125;3.5;2794.4;9450;9792.8;12590.7;12.5907;0.29;5;1;;;M;0.381;0.222;0.182;0.262;36.7;38.4;9.4;784.2;891;233.7;336;371.9;99.7;0.882;17.5;2.55;0.65;9.819262326;19.5309;43.1
ET;#12;1;18;ambient;ambient;20.01.2017;NA;6;15.03.2017;10.04.2017;54;26;80;80;17;56;12704.44;10;65;3.6;3830.9;9060;9399;13233.5;13.2335;0.41;5;1;;;M;0.344;0.325;0.228;0.299;64.2;85.8;19.6;994.4;1180.2;247.4;230.3;269.2;72;0.759;26.95;1.16;0.63;9.819262326;19.5309;50
ET;#12;1;1;elevated;elevated;20.01.2017;8.1;8.1;15.03.2017;27.03.2017;54;12;66;66;20.3;73;23614.82;11;103;2.5;2842.5;10330;10656.4;13501.4;13.5014;0.27;5;1;;;M;0.286;0.184;0.2;0.223;76.7;86.7;18.5;240.5;324.6;87.8;711.9;815.9;220.1;0.775;17.25;1.41;0.98;16.97544181;50.80767;1.44
ET;#12;1;9;elevated;elevated;20.01.2017;13.1;13.1;15.03.2017;06.04.2017;54;22;76;76;12;59.1;6680.66;5;63;3.1;5795.1;8930;9116.7;14914.9;14.9149;0.64;5;1;;;M;0.258;0.182;0.212;0.217;36.4;45.9;10.2;94;148.5;43;442.7;531.4;133.5;0.665;13.6;1.07;0.61;62.49913396;125.27617;1.02
ET;#12;1;13;ambient;ambient;20.01.2017;5.6;5.6;09.03.2017;20.03.2017;48;11;59;59;18.1;70.4;18105.04;5;115;3.3;3507.4;11890;12358.1;15868.8;15.8688;0.28;5;1;;;M;0.275;0.147;0.14;0.188;71.6;88.4;21.3;784;889.2;323.9;289.8;374.3;122.9;0.742;14.65;1.63;1.1;8.846971526;13.57342;64.8
ET;#12;1;6;elevated;elevated;20.01.2017;6.6;6.6;02.03.2017;23.03.2017;41;21;62;62;19.1;68.6;19645.38;8;154;2;4526.9;11240;11530.8;16059.7;16.0597;0.39;5;1;;;M;0.406;0.279;0.22;0.302;82.2;103.5;16.1;752;873.9;198.8;229.6;310.6;75.9;0.744;9.6;2.24;1;11.48167401;28.46712;1.37
ET;#12;1;12;elevated;elevated;20.01.2017;12.2;12.2;03.03.2017;27.03.2017;42;24;66;66;15.9;81.5;16174.15;12;169;4.3;5528.2;11030;11218.8;16751.3;16.7513;0.49;5;1;;;M;0.446;0.206;0.17;0.274;33.2;41;6.4;351.5;442.2;126.7;136.7;207.7;55.7;0.673;14.3;2.07;1.05;49.42930169;111.87184;1.53
ET;#12;1;5;ambient;ambient;20.01.2017;11.4;11.4;24.02.2017;23.03.2017;35;27;62;62;19.2;58.4;16899.93;15;115;3;3827.5;12590;12926.4;16756.9;16.7569;0.3;5;1;;;M;0.45;0.291;0.286;0.342;84.8;107.5;17.9;1006.7;1180.7;228.4;302.8;428.5;90.1;0.731;11.15;1.97;0.76;40.12508902;99.95688;47
ET;#12;1;4;ambient;ambient;20.01.2017;6.7;6.7;03.03.2017;10.04.2017;42;38;80;80;19.8;67.4;20742.44;21;126;5;5071.5;17010;17358.2;22434.7;22.4347;0.29;5;1;;;M;0.334;0.276;0.212;0.274;71.4;106.2;19.6;773.6;951.2;235.1;259.8;340.7;93.5;0.674;13.9;1.87;0.76;11.78491001;29.95649;60.7
ET;#12;1;8;ambient;ambient;20.01.2017;12.4;12.4;20.03.2017;03.04.2017;59;14;73;73;14.1;81.7;12750.58;17;117;1.8;5931.3;16520;16670.3;22603.4;22.6034;0.36;5;1;;;M;0.236;0.172;0.17;0.193;25.8;33.3;8.9;263;365.3;106.2;106.6;137.2;35.2;0.666;14.05;1.43;0.95;52.07467781;114.85058;69.3
ET;#12;1;11;ambient;ambient;20.01.2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#VALUE!;#VALUE!;NA
ET;#12;1;14;elevated;elevated;20.01.2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#VALUE!;#VALUE!;NA
ET;#12;1;16;elevated;elevated;20.01.2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#VALUE!;#VALUE!;NA
AT;#13;2;7;ambient;ambient;20.01.2017;NA;0.5;28.02.2017;14.03.2017;39;14;53;53;24.4;41.1;19208.4;4;60;4.5;1558.3;3650;3852.7;5415.5;5.4155;0.4;5;1;;;M;0.285;0.315;0.348;0.316;31.1;46.2;9.7;756.5;843.1;158.3;142.2;201.7;34.7;0.701;23.85;1.46;0.77;2.341103735;-62.38445;40.6
AT;#13;2;4;elevated;elevated;20.01.2017;9.4;9.4;17.02.2017;23.02.2017;28;6;34;34;20.8;26.5;8999.99;10;76;24.5;1577.6;3810;4003.5;5605.6;5.6056;0.39;5;1;;;M;0.358;0.633;0.319;0.437;801.8;1070.66;144.4;43.2;87.5;12.9;97.2;217.5;36.2;0.484;10.03;2.87;0.5;23.82291184;70.16948;0.37
AT;#13;2;17;elevated;elevated;20.01.2017;7.8;7.8;05.04.2017;16.04.2017;75;11;86;86;9.3;28.3;1921.42;5;39;1.9;915.5;4570;4717.5;5634.9;5.6349;0.19;5;1;;;M;0.457;0.196;0.2;0.285;16.5;20.4;4.9;295.5;361.3;107.8;103.4;145.8;34.8;0.702;41.45;1.38;0.24;15.69849111;46.33956;0.45
AT;#13;2;20;elevated;elevated;20.01.2017;3;5;17.02.2017;23.02.2017;28;6;34;34;16.6;28.3;6121.7;4;62;17.4;2112.2;3330;3542.2;5671.8;5.6718;0.6;5;1;;;M;0.249;0.332;0.223;0.268;848.6;1275.3;174.6;59.1;93.3;13.2;132.1;178.3;24.4;0.628;13.63;2.19;0.69;7.566033849;4.6372;0.51
AT;#13;2;32;ambient;ambient;20.01.2017;5.6;5.6;NA;28.02.2017;NA;NA;NA;NA;20.6;37.8;12592.03;7;93;7.9;1615;4500;4787.3;6410.2;6.4102;0.34;5;1;;;M;0.238;0.251;0.253;0.247;879.6;1029;201.9;22.6;31.3;7.9;268.2;428.2;77.5;0.664;11.95;2.46;0.83;8.846971526;13.57342;32.2
AT;#13;2;25;ambient;ambient;20.01.2017;NA;0.5;09.03.2017;13.03.2017;48;4;52;52;22.6;22.7;9101.49;6;63;2.6;2639.7;3530;3771;6413.3;6.4133;0.7;5;1;;;M;0.521;0.234;0.241;0.332;50.3;71.6;9;645.8;736.7;167.6;233.2;281.9;64.4;0.759;27.45;2.78;0.43;2.341103735;-62.38445;22.2
AT;#13;2;16;elevated;elevated;20.01.2017;9.9;9.9;24.02.2017;02.03.2017;35;6;41;41;19.6;39.6;11942;7;75;4.3;1835.7;4390;4642.8;6482.8;6.4828;0.4;5;1;;;M;0.45;0.249;0.303;0.334;48.7;54.5;10.5;732.9;869.2;220.1;81.5;117.8;22.2;0.759;9.9;1.89;0.72;27.13939331;77.61633;0.65
AT;#13;2;18;elevated;elevated;20.01.2017;NA;0.5;NA;02.03.2017;NA;NA;NA;NA;17.5;56.6;13606.99;10;95;5;1217.6;5190;5361.6;6584.2;6.5842;0.23;5;1;;;M;0.443;0.722;0.415;0.527;603.7;813.8;109.1;38.2;47;6.7;216.3;294;55.8;0.719;10.1;1.68;1.37;2.341103735;-62.38445;1.23
AT;#13;2;8;elevated;elevated;20.01.2017;7.4;7.4;01.03.2017;14.03.2017;40;13;53;53;24.4;45;21031.09;7;87;7.9;2175.7;5370;5535.4;7719;7.719;0.39;5;1;;;M;0.469;0.302;0.302;0.358;40.9;56.3;7.2;695.1;837.6;155.8;9.7;13.9;2.4;0.704;10.95;1.93;0.71;14.14404659;40.38208;0.82
AT;#13;2;5;elevated;elevated;20.01.2017;8.8;8.8;22.02.2017;28.02.2017;33;6;39;39;14;44.7;6877.54;7;101;3.9;1600.4;5890;6174;7778.3;7.7783;0.26;5;1;;;M;0.444;0.268;0.28;0.331;54.5;64.4;11.6;781.7;954.8;197.2;278.4;368.1;75.2;0.759;9.25;2.26;0.92;20.37363372;61.23326;0.78
AT;#13;2;12;elevated;elevated;20.01.2017;NA;5;22.02.2017;28.02.2017;33;6;39;39;20.8;24.7;8388.67;9;79;10.7;1989.7;5870;6047.6;8048;8.048;0.33;5;1;;;M;0.333;0.255;0.186;0.258;122.1;179.8;24.9;495.8;679.1;141.4;30;51.7;11.3;0.583;10;3.2;0.51;7.566033849;4.6372;0.43
AT;#13;2;31;ambient;ambient;20.01.2017;8.5;8.5;23.02.2017;08.03.2017;34;13;47;47;19.2;66.5;19243.93;5;69;3.3;2140.3;5800;5995.2;8138.8;8.1388;0.36;5;1;;;M;0.577;0.334;0.451;0.454;60.8;96;9.8;767.2;963.8;180.9;22.3;37.7;4.5;0.626;16.3;1.04;1.23;18.84105942;56.76515;58
AT;#13;2;10;ambient;ambient;20.01.2017;10;10;27.02.2017;08.03.2017;38;9;47;47;22.1;37.3;14300.89;8;63;7.4;2547.5;5470;5817.9;8372.8;8.3728;0.44;5;1;;;M;0.271;0.208;0.397;0.292;1377.9;1568.8;280.4;268.7;342.2;62.9;19.4;29.2;4.6;0.73;15.35;1.69;0.58;27.85615647;79.1057;27.3
AT;#13;2;27;ambient;ambient;20.01.2017;2.8;2.8;24.02.2017;14.03.2017;35;18;53;53;22.1;61.5;23579.21;15;82;3.2;2386.3;5820;6075;8464.5;8.4645;0.39;5;1;;;M;0.476;0.265;0.241;0.327;43.7;56.8;9.2;899.9;1022.2;239.1;22.9;29.1;6.7;0.764;17;1.33;1.11;4.263880239;-28.12894;58.7
AT;#13;2;33;elevated;elevated;20.01.2017;4.4;4.4;09.03.2017;20.03.2017;48;11;59;59;20.1;53.1;16840.55;14;128;2.1;1982.8;6360;6568;8552.9;8.5529;0.3;5;1;;;M;0.437;0.316;0.27;0.341;27;31.3;5.8;462.5;556.3;129.6;235.2;296;72.6;0.78;11.15;2.41;0.83;6.470560918;-4.29902;1.06
AT;#13;2;26;elevated;elevated;20.01.2017;6.1;6.1;01.03.2017;13.03.2017;40;12;52;52;22.6;18.8;7537.8;17;84;4.2;2846.7;5540;5759.4;8610.3;8.6103;0.49;5;1;;;M;0.283;0.532;0.233;0.35;561.8;669.1;151;16.4;21.7;3.7;188.8;246.1;64.7;0.728;11.95;4.47;0.24;10.07859331;21.02027;0.28
AT;#13;2;21;ambient;ambient;20.01.2017;7.6;7.6;27.02.2017;08.03.2017;38;9;47;47;17.3;49.1;11535.68;6;74;0.9;2770.3;5610;5945.3;8716.5;8.7165;0.47;5;1;;;M;0.416;0.218;0.189;0.274;77.6;91.1;13.7;930.5;1076.7;235.3;307.9;392.8;86.3;0.792;12.25;1.51;0.88;14.90101304;43.36082;41.5
AT;#13;2;15;ambient;ambient;20.01.2017;9.4;9.4;23.02.2017;06.03.2017;34;11;45;45;20.1;71.8;22771.22;22;102;3.9;1992.6;6820;6950.9;8947.4;8.9474;0.29;5;1;;;M;0.346;0.37;0.34;0.352;689.5;879.5;113.7;33.4;52;8.8;29.4;46.1;8.4;0.626;17.5;1.42;1.39;23.82291184;70.16948;62.4
AT;#13;2;24;ambient;ambient;20.01.2017;4.9;4.9;24.02.2017;06.03.2017;35;10;45;45;19.2;29.9;8652.53;7;73;5.9;3057.7;6290;6483.5;9547.1;9.5471;0.47;5;1;;;M;0.394;0.238;0.395;0.342;108;144.9;20.8;658.1;815.1;166.5;29.3;36.6;6.2;0.74;18.6;2.44;0.56;7.371353211;3.14783;25
AT;#13;2;6;ambient;ambient;20.01.2017;11;11;23.02.2017;02.03.2017;34;7;41;41;20.4;57.7;18849.76;28;123;2.3;1927.4;7910;8038.8;9968.5;9.9685;0.24;5;1;;;M;0.525;0.639;0.379;0.514;542.7;616.7;79.5;31.6;42.7;5.4;164.6;250.3;43.9;0.716;16.6;2.13;1.14;36.15195401;93.9994;46.7
AT;#13;2;13;ambient;ambient;20.01.2017;4.6;4.6;09.03.2017;13.03.2017;48;4;52;52;18.6;67.6;18358.71;11;99;1.3;2604.4;7310;7492.2;10097.9;10.0979;0.35;5;1;;;M;0.403;0.303;0.375;0.36;68.2;90.6;14.6;707.5;823.2;158.1;36.3;51.9;9.5;0.721;13.15;1.46;1.21;6.816854851;-1.32028;63
AT;#13;2;19;elevated;elevated;20.01.2017;8.6;8.6;01.03.2017;16.03.2017;40;15;55;55;17.8;54.1;13455.72;10;102;1.8;2250.5;7890;8105.4;10357.7;10.3577;0.28;5;1;;;M;0.426;0.22;0.242;0.296;50;61.9;12.5;406.1;408.3;140.2;179.6;205.5;62.7;0.857;8.45;1.89;0.83;19.33865998;58.25452;0.99
AT;#13;2;14;ambient;ambient;20.01.2017;8.7;8.7;23.02.2017;07.03.2017;34;12;46;46;18.8;54.3;15065.56;15;92;2.9;2450.5;7870;8116;10569.4;10.5694;0.3;5;1;;;M;0.324;0.398;0.306;0.342;933.2;1150.8;155.5;33.5;53.9;8.1;336.8;437.9;82.4;0.684;13.75;1.69;0.99;19.84940238;59.74389;45.6
AT;#13;2;30;elevated;elevated;20.01.2017;5.1;5.1;01.03.2017;15.03.2017;40;14;54;54;24.6;47.8;22707.42;9;151;1.6;2283;8380;8523.7;10808.3;10.8083;0.27;5;1;;;M;0.331;0.208;0.306;0.282;20;25.5;6.5;253.4;318.3;101.8;108.8;171.2;35.4;0.65;12.3;3.16;0.79;7.765856087;6.12657;0.93
AT;#13;2;11;ambient;ambient;20.01.2017;6.6;6.6;09.03.2017;20.03.2017;48;11;59;59;20.2;41.2;13196.83;13;113;32;2374.2;8430;8809;11215.2;11.2152;0.27;5;1;;;M;0.2;0.268;0.187;0.218;826;904;280.8;22.1;30.6;6.1;248.9;285.3;92.1;0.78;26.05;2.74;0.59;11.48167401;28.46712;34.6
AT;#13;2;23;ambient;ambient;20.01.2017;7.9;7.9;01.03.2017;15.03.2017;40;14;54;54;17.1;67.1;15402.26;12;114;6.3;3209.7;8230;8535.7;11751.7;11.7517;0.38;5;1;;;M;0.48;0.291;0.319;0.363;49.3;63.8;11;644.3;724.8;185.9;366.4;448.3;108.8;0.778;13.15;1.7;1.1;16.11309507;47.82893;59.2
AT;#13;2;22;ambient;ambient;20.01.2017;3.1;3.1;09.03.2017;27.03.2017;48;18;66;66;21.5;72.8;26416.66;8;108;4.2;2952.6;9730;10107.5;13064.3;13.0643;0.29;5;1;;;M;0.3;0.248;0.197;0.249;65.7;81.9;16.1;998.8;1175.7;251.1;345.3;459.4;110.3;0.745;17.75;1.48;1.06;4.610713881;-23.66083;69.7
AT;#13;2;28;elevated;elevated;20.01.2017;NA;6;02.03.2017;20.03.2017;41;18;59;59;16.8;70.4;15597.71;8;131;2.4;3269.6;9850;10154.6;13426.6;13.4266;0.32;5;1;;;M;0.265;0.215;0.196;0.225;50.8;69.5;16.4;470.2;623.8;165;310.6;430.7;123.2;0.641;10.9;1.86;1.09;9.819262326;19.5309;1.41
AT;#13;2;29;elevated;elevated;20.01.2017;8.5;8.5;23.03.2017;03.04.2017;62;11;73;73;18.1;65.7;16896.32;12;91;5.2;4285.1;10270;10521.8;14812.1;14.8121;0.41;5;1;;;M;0.265;0.181;0.181;0.209;34.3;45.9;10.8;499.9;600.8;187.2;143.7;176.4;53.8;0.72;13.7;1.39;0.78;18.84105942;56.76515;1.25
AT;#13;2;1;elevated;elevated;20.01.2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#VALUE!;#VALUE!;NA
AT;#13;2;2;ambient;ambient;20.01.2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#VALUE!;#VALUE!;NA
AT;#13;2;3;elevated;elevated;20.01.2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#VALUE!;#VALUE!;NA
AT;#13;2;9;ambient;ambient;20.01.2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#VALUE!;#VALUE!;NA
AT;#16;3;15;elevated;elevated;20.01.2017;6.2;6.2;24.02.2017;09.03.2017;35;13;48;48;20.4;47.6;15550.23;11;113;2.5;1705.3;4610;4724.2;6432;6.432;0.36;5;1;;;M;0.491;0.339;0.47;0.433;57.6;83.4;8.8;486.9;637.1;98.9;31.5;45.9;6.5;0.67;10.15;2.37;0.86;10.34477333;22.50964;0.61
AT;#16;3;7;elevated;elevated;20.01.2017;13.2;13.2;17.02.2017;02.03.2017;28;13;41;41;17.1;46.4;10650.74;13;90;4.8;1349.1;5300;5463.2;6817.1;6.8171;0.25;5;1;;;M;0.603;0.437;0.383;0.475;67.2;88.4;12.8;507;635.5;111.3;140.5;210.5;39.1;0.689;11.6;1.94;0.81;64.14976322;126.76554;0.49
AT;#16;3;30;elevated;elevated;20.01.2017;3.1;3.1;02.03.2017;15.03.2017;41;13;54;54;18.3;43.5;11435.66;11;87;2.8;3269.8;5370;5587.8;8860.4;8.8604;0.59;5;1;;;M;0.417;0.309;0.314;0.346;29.4;35.9;7.6;592.3;708.3;159.6;163.6;203.3;50.6;0.766;13.9;2;0.75;4.610713881;-23.66083;0.6
AT;#16;3;24;elevated;elevated;20.01.2017;NA;6;02.03.2017;09.03.2017;41;7;48;48;18.8;75.3;20892.02;7;137;3.1;1965.2;7120;7319.7;9288;9.288;0.27;5;1;;;M;0.408;0.246;0.198;0.284;29.3;43.2;6.5;401.9;488.5;122.7;192.4;260.3;70.5;0.676;9.75;1.82;1.44;9.819262326;19.5309;1.02
AT;#16;3;18;elevated;elevated;20.01.2017;7.3;7.3;23.03.2017;10.04.2017;62;18;80;80;17.6;56;13617.05;10;69;2.1;3458.5;7400;7620;11080.6;11.0806;0.45;5;1;;;M;0.271;0.338;0.238;0.282;25.2;32.5;9.8;536.5;648.1;155.7;151.8;231.3;54.5;0.667;9.3;1.23;0.61;13.78010796;38.89271;0.72
AT;#16;3;20;elevated;elevated;20.01.2017;4;6;09.03.2017;21.03.2017;48;12;60;60;20.2;62;19859.31;10;97;5;2355.4;8800;9014.3;11374.7;11.3747;0.26;5;1;;;M;0.607;0.309;0.304;0.407;23.5;31;4;564.4;640.3;139.8;238.8;302.2;70.5;0.766;10.05;1.56;0.93;9.819262326;19.5309;0.83
AT;#16;3;17;ambient;ambient;20.01.2017;5.6;5.6;02.03.2017;20.03.2017;41;18;59;59;22.6;31.1;12469.44;11;91;5.7;4533.1;7690;8127.6;12666.4;12.6664;0.56;5;1;;;M;0.436;0.15;0.141;0.242;43;60.7;9;757.2;848.3;281.5;404.3;472.4;147.1;0.763;19.05;2.93;0.43;8.846971526;13.57342;25.5
AT;#16;3;10;elevated;elevated;20.01.2017;10.1;10.1;01.03.2017;23.03.2017;40;22;62;62;18.6;67.8;18413.03;5;93;2.5;2816.7;9730;9966.7;12785.9;12.7859;0.28;5;1;;;M;0.462;0.292;0.221;0.325;29.4;41.1;6.7;557.7;672.6;165.1;196.1;272.7;64.9;0.688;8.45;1.37;0.93;28.59184965;80.59507;0.85
AT;#16;3;6;elevated;elevated;20.01.2017;13.5;13.5;15.03.2017;21.03.2017;54;6;60;60;15.1;62.7;11222.54;7;118;1.6;3075.5;9800;10078.1;13155.2;13.1552;0.31;5;1;;;M;0.34;0.214;0.31;0.288;48.4;58.4;12.1;613.7;732.1;189.7;234.6;302.1;76.3;0.756;9.55;1.88;0.82;69.36784974;131.23365;0.73
AT;#16;3;21;elevated;elevated;20.01.2017;5;5;15.03.2017;28.03.2017;54;13;67;67;16.7;72.5;15872.33;15;147;3.2;2914.1;10920;11156.4;14073.7;14.0737;0.26;5;1;;;M;0.32;0.217;0.231;0.256;44.5;54.6;15;155;188.7;52.7;527.7;609.3;168.7;0.771;9.15;2.03;1.01;7.566033849;4.6372;1
AT;#16;3;3;ambient;ambient;20.01.2017;11;11;23.03.2017;03.04.2017;62;11;73;73;15.3;61.1;11227.78;10;84;3.8;4111.1;9810;10051.6;14166.5;14.1665;0.41;5;1;;;M;0.256;0.176;0.169;0.2;62.1;64.9;18.6;466.3;489.7;151.9;200.9;248.5;71.1;0.867;15.45;1.37;0.69;36.15195401;93.9994;50.1
AT;#16;3;11;ambient;ambient;20.01.2017;8.9;8.9;30.03.2017;18.04.2017;69;19;88;NA;15;66.4;11727.9;1;88;3.1;4664.8;9460;9630.9;14298.8;14.2988;0.48;3;1;10.107;;M;0.244;0.177;0.219;0.213;35.4;44.2;12.8;357.8;445.3;133.1;67;83.3;25;0.72;23.15;1.33;0.65;20.91171023;62.72263;57.5
AT;#16;3;25;elevated;elevated;20.01.2017;10.2;10.2;23.03.2017;03.04.2017;62;11;73;73;19.3;72;21053.13;14;85;1.5;4687.3;9710;9906;14594.8;14.5948;0.47;5;1;;;M;0.287;0.279;0.239;0.269;29;37.3;8.7;473.2;589.7;132.5;179.6;200.9;54.8;0.77;9.05;1.18;0.85;29.34697281;82.08444;0.91
AT;#16;3;33;ambient;ambient;20.01.2017;NA;0.5;23.03.2017;12.04.2017;62;20;82;82;24.1;51.2;23343.92;6;89;3.7;3989.3;10680;11177.9;15170.9;15.1709;0.36;5;1;;;M;0.364;0.234;0.169;0.256;88.4;105.5;27.6;1168.3;1287.5;375.2;277.1;305.8;95.1;0.838;26.05;1.74;0.62;2.341103735;-62.38445;50.7
AT;#16;3;29;ambient;ambient;20.01.2017;3.3;3.3;03.04.2017;20.04.2017;73;17;90;NA;16.1;71.8;14609.85;7;79;NA;4773.9;10180;10413.9;15187.8;15.1878;0.46;2;1;13.6712;;M;0.357;0.286;0.295;0.313;30.7;44.5;10.1;476.2;585.2;146.2;226.5;282.5;77.6;0.692;18.05;1.1;0.76;4.857471816;-20.68209;68.5
AT;#16;3;1;ambient;ambient;20.01.2017;10.2;10.2;03.03.2017;22.03.2017;42;19;61;61;16.8;90.3;20006.72;8;118;1.7;2857;12180;12419.3;15278;15.278;0.23;5;1;;;M;0.393;0.211;0.269;0.291;67.9;89.8;15.2;413.7;503.4;112.9;346.5;480;111.2;0.705;17.05;1.31;1.31;29.34697281;82.08444;80.1
AT;#16;3;16;ambient;ambient;20.01.2017;9.3;9.3;15.03.2017;19.04.2017;54;35;89;NA;14.2;77.7;12298.93;9;86;0.9;3377.4;11660;11909.8;15288.1;15.2881;0.28;1;1;17.2354;;M;0.27;0.2;0.177;0.216;47.7;57.8;15.1;560.7;662.6;169.2;217.8;283.3;65.5;0.752;13.9;1.11;0.77;23.20992758;68.68011;68.4
AT;#16;3;4;ambient;ambient;20.01.2017;12.2;12.2;13.04.2017;19.04.2017;83;6;89;NA;12.6;98.2;12238.33;8;115;0.7;3522.3;11700;11841.2;15364.2;15.3642;0.3;2;1;13.6712;;M;0.256;0.242;0.202;0.233;35.9;42.7;11.2;244.8;347;77.2;151.4;200.4;52.8;0.691;13.6;1.17;0.97;49.42930169;111.87184;86
AT;#16;3;35;ambient;ambient;20.01.2017;NA;4;03.03.2017;19.04.2017;42;47;89;NA;17.5;69;16588.03;1;72;0.8;3685.4;11580;11838;15524.2;15.5242;0.31;1;1;17.2354;;M;0.237;0.189;0.184;0.203;85.3;103.1;26.6;581.2;623.8;180.1;148.2;170.7;51.3;0.828;22.4;1.04;0.73;5.82985425;-10.2565;65
AT;#16;3;8;ambient;ambient;20.01.2017;13.2;13.2;23.03.2017;11.04.2017;62;19;81;81;13.1;81.7;11006.12;9;106;1.6;4394.3;11150;11306.71;15702.61;15.70261;0.39;5;1;;;M;0.368;0.317;0.254;0.313;33.1;45.9;10.1;345.4;391.9;100.71;134.5;169;45.9;0.734;13.7;1.3;0.85;64.14976322;126.76554;68.5
AT;#16;3;12;elevated;elevated;20.01.2017;9.2;9.2;30.03.2017;18.04.2017;69;19;88;NA;16.1;66.8;13592.45;10;87;2.1;5005.3;10500;10755.1;15762.5;15.7625;0.47;3;1;10.107;;M;0.261;0.233;0.209;0.234;58.6;79;20.4;465.2;553.2;168.8;187.5;242.3;65.9;0.704;10.3;1.3;0.65;22.61271593;67.19074;0.85
AT;#16;3;5;elevated;elevated;20.01.2017;18.2;18.2;23.03.2017;16.04.2017;62;24;86;86;17.1;74.4;17077.91;5;61;1.7;4094.2;11760;11962;16057.9;16.0579;0.34;5;1;;;M;0.391;0.26;0.184;0.279;42.5;61.4;10;542.8;663.5;159.6;89.4;117.5;32.4;0.688;13.85;0.82;0.65;236.182639;201.23404;0.83
AT;#16;3;13;ambient;ambient;20.01.2017;21.4;21.4;23.03.2017;11.04.2017;62;19;81;81;17.9;90.2;22687.27;7;78;6.3;3360;13380;13520.4;16886.7;16.8867;0.25;5;1;;;M;0.297;0.191;0.215;0.234;51.4;73.3;16.1;231.4;300;84.9;117.8;145.6;39.4;0.679;16.5;0.86;0.85;543.9034775;248.89388;68.8
