history;Population;block;Individual;t;Treatment;Transplanting Date;Initial height(cm);Initial height;Flowering date;1cm bud date;Days to flowering;Days to achieve 1 cm bud;Total days;Total days1;Width (cm);Height (cm);vollum (cm3);N? buds;N? leaves;Bud biomass (mg);Roots biomass (mg);Aboveground biomass without leaves(mg);Aboveground biommas(mg);Total biomass(mg);Total.biomass1;root_shoot ratio;Stage;Flowering;Estmating the remain days;;flower sex;SLA LL(cm2/mg);SLA LM(cm2/mg);SLA LH(cm2/mg);SLA (cm2/mg);Fresh weight LL(mg);Turgid weight LL(mg);Dry weight LL(mg);Fresh weight LM(mg);Turgid weight LM(mg);Dry weight LM(mg);Fresh weight LH(mg);Turgid weight LH(mg);Dry weight LH(mg);RWC;Moisture (%);Leaves density;Relative growth rate;initial biomass_exp;initial biomass_linear;relative efficiency index 
AT;#8;4;37;elevated;elevated;20.01.2017;NA;NA;15.03.2017;16.04.2017;54;32;86;86;10;90.4;7096.4;6;53;4.5;3054.8;7870;7997.3;11056.6;11.0566;0.38;5;1;;;M;0.266;0.2;0.179;0.215;17.3;19.7;6;259.1;284;91;83.7;104.2;30.3;0.806;20.9;0.59;NA;#VALUE!;#VALUE!;NA
AT;#8;4;12;elevated;elevated;20.01.2017;13.1;13.1;02.03.2017;23.03.2017;41;21;62;62;18.1;67.5;17359.23;6;82;3.8;3356.5;7760;8084.2;11444.5;11.4445;0.42;5;1;;;M;0.576;0.225;0.228;0.343;35.8;48.4;6.6;739.3;913.7;233;263.8;321.4;84.6;0.733;13.95;1.21;0.88;62.49913396;125.27617;1
AT;#8;4;31;elevated;elevated;20.01.2017;NA;6;15.03.2017;27.03.2017;54;12;66;66;22.6;47.4;19004.87;8;92;1.7;3575.8;7720;8024;11601.5;11.6015;0.45;5;1;;;M;0.538;0.291;0.235;0.355;71.4;87.5;10.6;778.9;921.9;192.3;314.2;406.9;101.1;0.764;16.35;1.94;0.63;9.819262326;19.5309;0.76
AT;#8;4;19;ambient;ambient;20.01.2017;8.7;8.7;09.03.2017;13.03.2017;48;4;52;52;17.6;65;15805.5;4;83;1.8;2943.6;8620;8838;11783.4;11.7834;0.33;5;1;;;M;0.466;0.229;0.129;0.274;87.3;104.8;13.5;659;743.3;194.7;17.4;23.1;9.8;0.742;14.75;1.28;1.08;19.84940238;59.74389;56.3
AT;#8;4;1;elevated;elevated;20.01.2017;10.2;10.2;15.03.2017;28.03.2017;54;13;67;67;16.8;63.8;14135.43;8;112;2.5;2921.4;9250;9502;12425.9;12.4259;0.31;5;1;;;M;0.332;0.198;0.573;0.367;42.8;60.9;12;543.9;698.7;211;218.5;299.7;29;0.671;14.3;1.76;0.8;29.34697281;82.08444;0.98
AT;#8;4;2;ambient;ambient;20.01.2017;7.9;7.9;15.03.2017;06.04.2017;54;22;76;76;17;60.1;13634.59;9;77;2.1;3638.8;8520;8904.7;12545.6;12.5456;0.41;5;1;;;M;0.241;0.174;0.173;0.196;61.9;75.7;20.2;759.4;846.7;274.9;286.2;340.7;89.6;0.794;13.4;1.28;0.69;16.11309507;47.82893;52.2
AT;#8;4;14;ambient;ambient;20.01.2017;14.1;14.1;03.04.2017;19.04.2017;73;16;89;NA;18;94.4;24009.7;13;84;1.5;1839.9;12000;12178.7;14020.1;14.0201;0.15;2;1;13.6712;;M;0.291;0.199;0.319;0.27;31.4;45.4;9.4;346.3;444.8;128.1;122.1;167;41.2;0.648;18.5;0.89;0.9;81.1119014;140.16987;80.3
AT;#8;4;23;elevated;elevated;20.01.2017;7.1;7.1;23.03.2017;06.04.2017;62;14;76;76;15.5;58.2;10976.3;13;66;2.3;2719.8;11190;11447.5;14169.6;14.1696;0.24;5;1;;;M;0.281;0.206;0.202;0.229;50.9;62.4;14;565.3;733.1;169.7;252.7;301.2;73.8;0.75;9.85;1.13;0.67;13.08008311;35.91397;0.94
AT;#8;4;4;ambient;ambient;20.01.2017;12.3;12.3;09.03.2017;20.03.2017;48;11;59;59;17.3;78.4;18419.5;9;131;3.1;3335;10760;11130.6;14468.7;14.4687;0.3;5;1;;;M;0.291;0.325;0.241;0.286;782;871.9;188.6;23.5;30;7.7;478.2;581.7;174.3;0.774;21.5;1.67;1.12;50.73475101;113.36121;66.1
AT;#8;4;21;ambient;ambient;20.01.2017;6;6;03.04.2017;19.04.2017;73;16;89;NA;17.5;79.1;19016.13;10;82;0.7;3195.2;11420;11762.4;14958.3;14.9583;0.27;2;1;13.6712;;M;0.251;0.209;0.173;0.211;28.6;34.5;9.9;743.3;857.7;282.3;147.8;194;50.2;0.747;13.95;1.04;0.82;9.819262326;19.5309;73.1
AT;#8;4;25;ambient;ambient;20.01.2017;8.3;8.3;27.03.2017;11.04.2017;66;15;81;81;15.6;66.7;12742.21;10;101;2.9;4304.3;10880;11166.7;15473.9;15.4739;0.39;5;1;;;M;0.35;0.179;0.116;0.215;66.3;93.6;21.3;595.6;771.6;188.6;158.3;328.1;76.8;0.548;18.25;1.51;0.72;17.88393994;53.78641;58.4
AT;#8;4;6;ambient;ambient;20.01.2017;14.9;14.9;23.03.2017;18.04.2017;62;26;88;NA;23.3;106.4;45344.34;12;88;0.6;2965.3;12750;12986.3;15952.2;15.9522;0.23;2;1;13.6712;;M;0.321;0.212;0.196;0.243;34.3;41.7;10.2;506;615.7;160.6;196.8;237.6;65.5;0.762;18.8;0.83;1.04;99.9201433;152.08483;91.5
AT;#8;4;13;ambient;ambient;20.01.2017;17.2;17.2;NA;20.04.2017;NA;NA;NA;NA;14.4;92.1;14991.82;0;111;NA;4766.5;12380;12624;17390.5;17.3905;0.38;0;0;20.7996;;M;0.457;0.331;0.259;0.349;39.4;51.4;10.4;608.3;728.5;173.6;192.7;226.7;60;0.762;22.05;1.21;0.83;181.9857523;186.34034;74.9
AT;#8;4;18;ambient;ambient;20.01.2017;9.4;9.4;09.03.2017;06.04.2017;48;28;76;76;18.2;84.2;21893.97;4;120;2.9;2919.2;15160;15477;18399.1;18.3991;0.19;5;1;;;M;0.317;0.214;0.184;0.238;57.1;77.7;14.7;701.3;844.7;211;283.7;367.1;91.3;0.715;17.6;1.43;0.98;23.82291184;70.16948;74.8
AT;#8;4;11;elevated;elevated;20.01.2017;8;8;23.03.2017;19.04.2017;62;27;89;89;13.5;77.2;11044.71;11;92;0.6;6533.2;13640;13760.6;20294.4;20.2944;0.47;2;1;13.6712;;M;0.236;0.192;0.18;0.203;34.7;43;12.3;87.4;111;32.1;218.3;232.1;76.2;0.781;8.65;1.19;0.78;16.53864891;49.3183;1.27
AT;#8;4;9;elevated;elevated;20.01.2017;14;14;16.04.2017;20.04.2017;86;4;90;NA;18.1;86.3;22194.1;13;83;0.6;4432;15610;15878.8;20311.4;20.3114;0.28;1;1;17.2354;;M;0.421;0.247;0.217;0.295;55.5;71.7;15.8;569.8;680.3;192.3;177.8;208.9;60.7;0.758;9.1;0.96;0.8;79.02482155;138.6805;1.32
AT;#8;4;5;elevated;elevated;20.01.2017;16.7;16.7;NA;20.04.2017;NA;NA;NA;NA;20.9;83.5;28631.8;0;126;NA;3125.7;17450;17794;20919.7;20.9197;0.18;0;0;20.7996;;M;0.377;0.382;0.263;0.341;52.3;68.1;16;813.5;960.9;209.6;329.7;381.9;118.4;0.767;13.7;1.51;0.74;159.7467742;178.89349;1.22
AT;#8;4;8;ambient;ambient;20.01.2017;16.9;16.9;03.04.2017;16.04.2017;73;13;86;NA;9.6;87.8;6351.94;14;67;3.4;3819.3;17790;18076.1;21898.8;21.8988;0.21;5;1;;;M;0.277;0.305;0.234;0.272;52;63.4;13.3;723.5;833.7;194.6;242.2;307.1;78.2;0.772;11.75;0.76;0.82;168.2961626;181.87223;70.9
AT;#8;4;26;elevated;elevated;20.01.2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#VALUE!;#VALUE!;NA
AT;#8;4;27;ambient;ambient;20.01.2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#VALUE!;#VALUE!;NA
AT;#8;4;33;ambient;ambient;20.01.2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#VALUE!;#VALUE!;NA
AT;#8;4;35;ambient;ambient;20.01.2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#VALUE!;#VALUE!;NA
AT;#8;4;41;elevated;elevated;20.01.2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#VALUE!;#VALUE!;NA
AT;#8;4;43;elevated;elevated;20.01.2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#VALUE!;#VALUE!;NA
MP;ab-7;na;2;elevated;elevated;20.01.2017;NA;3;23.03.2017;16.04.2017;62;24;86;86;16;30.2;6068.99;9;52;4.2;2872.8;3850;4025.5;6902.5;6.9025;0.71;5;1;;;M;0.248;0.242;0.214;0.235;22.1;29.5;7.6;427.7;512.2;141.3;80.9;102.5;26.6;0.717;34.65;1.72;0.32;4.492076199;-25.1502;0.64
MP;ab-7;na;1;ambient;ambient;20.01.2017;11;11;23.03.2017;16.04.2017;62;24;86;86;20.5;53.8;17748.42;10;89;2.1;2537.2;6500;6707.6;9246.9;9.2469;0.38;5;1;;;M;0.444;0.273;0.235;0.317;39.2;53.6;8.8;701;902.3;181.3;46.2;76.6;17.5;0.628;15.73;1.65;0.5;36.15195401;93.9994;42.8
MP;ab-7;na;3;elevated;elevated;20.01.2017;4.2;4.2;09.03.2017;22.03.2017;48;13;61;61;20.8;34.6;11750.94;12;84;3.7;2976.7;6400;6630.6;9611;9.611;0.45;5;1;;;M;0.453;0.281;0.231;0.322;35.6;49;8.1;639.8;785;172.3;159.5;214.9;50.2;0.7;8.4;2.43;0.5;6.1418586;-7.27776;0.71
MP;ai-1;na;2;elevated;elevated;20.01.2017;14;14;22.02.2017;01.03.2017;33;7;40;40;22.2;36.4;14082.41;10;87;5.2;1575.2;5830;6011.2;7591.6;7.5916;0.26;5;1;;;M;0.423;0.342;0.332;0.366;91.6;126.5;17;695;866.5;154.9;33;45.7;9.3;0.697;10.15;2.39;0.56;79.02482155;138.6805;0.6
MP;ai-1;na;1;elevated;elevated;20.01.2017;6.9;6.9;24.02.2017;09.03.2017;35;13;48;48;19.2;43.6;12617.07;12;116;3.5;1903.8;6290;6529.9;8437.2;8.4372;0.29;5;1;;;M;0.418;0.279;0.262;0.32;62.4;90.1;13.9;548.6;643.7;161.1;203.4;264.7;64.9;0.711;9.15;2.66;0.76;12.41561929;32.93523;0.98
MP;ai-1;na;1a;elevated;elevated;20.01.2017;11.5;11.5;23.02.2017;09.03.2017;34;14;48;48;17.4;55.4;13166.73;12;111;2.8;2305.3;6250;6405.8;8713.9;8.7139;0.36;5;1;;;M;0.493;0.306;0.302;0.367;30.8;41.5;7.3;511.4;674.7;142.6;20.5;27.2;5.9;0.689;11;2;0.91;41.18481004;101.44625;1.17
MP;ai-1;na;2a;ambient;ambient;20.01.2017;10;10;09.03.2017;22.03.2017;48;13;61;61;20.3;59;19085.95;9;89;4.9;2257.8;6980;7142.9;9405.6;9.4056;0.32;5;1;;;M;0.547;0.246;0.415;0.403;68.2;90.8;14.9;473.4;584.2;144;18.7;20.4;4;0.782;16.3;1.51;0.8;27.85615647;79.1057;49
MP;ai-1;na;4;ambient;ambient;20.01.2017;7.2;7.2;09.03.2017;22.03.2017;48;13;61;61;18.9;39.1;10964.03;3;125;2.5;2655.6;8640;9053.8;11711.9;11.7119;0.29;5;1;;;M;0.292;0.225;0.167;0.228;48.7;62.3;14.6;809.6;942.5;270.7;348.9;426.3;128.5;0.752;14.95;3.2;0.52;13.42553378;37.40334;31.9
MP;ai-1;na;3;ambient;ambient;20.01.2017;11.1;11.1;17.02.2017;28.02.2017;28;11;39;39;22.5;42.7;16969.25;19;104;11.9;2892.6;9200;9399.2;12303.7;12.3037;0.31;5;1;;;M;0.474;0.279;0.25;0.334;44.4;53.6;8.6;358;480.5;109.7;239.5;312.5;80.9;0.717;14.3;2.44;0.81;37.10674281;95.48877;31.6
MP;ai-10;na;3;elevated;elevated;20.01.2017;14.1;14.1;23.02.2017;06.03.2017;34;11;45;45;22.1;39.6;15182.71;6;76;3.5;2120.3;6580;6793.1;8916.9;8.9169;0.31;5;1;;;M;0.299;0.382;0.318;0.333;899.6;1191.2;191.2;34;54.4;8.5;45.8;77.7;13.4;0.589;13.2;1.92;0.57;81.1119014;140.16987;0.62
MP;ai-10;na;4;ambient;ambient;20.01.2017;9.8;9.8;09.03.2017;23.03.2017;48;14;62;62;22.8;46.6;19016.27;1;110;2.3;3477.4;6510;6731.1;10210.8;10.2108;0.52;5;1;;;M;0.357;0.235;0.286;0.293;27.4;32.7;6.9;636.5;750.3;198.9;48.9;63.7;15.3;0.761;19.2;2.36;0.59;26.44107309;76.12696;36.8
MP;ai-10;na;1;elevated;elevated;20.01.2017;19;19;02.03.2017;16.03.2017;41;14;55;55;24.6;52.6;24987.66;15;125;0.9;2180.4;11390;11614.1;13795.4;13.7954;0.19;5;1;;;M;0.338;0.188;0.231;0.253;42.5;58.2;13.2;634.7;754.4;205.7;17.6;23.5;5.2;0.704;9.95;2.38;0.61;290.9487108;213.149;0.82
MP;ai-10;na;2;ambient;ambient;20.01.2017;16.2;16.2;07.03.2017;13.03.2017;46;6;52;52;15;61.6;10880.1;14;93;6.7;3037.3;12410;12689.4;15733.4;15.7334;0.24;5;1;;;M;0.427;0.226;0.204;0.286;65.7;78.8;16.7;560.8;652.2;193.4;189.7;226.4;69.3;0.785;19.7;1.51;0.87;140.2254381;171.44664;45.4
MP;ai-15;na;3;elevated;elevated;20.01.2017;18.2;18.2;17.02.2017;01.03.2017;28;12;40;40;20.3;49.7;16077.49;15;105;8.2;1889.2;6540;6712.2;8609.6;8.6096;0.28;5;1;;;M;0.401;0.349;0.274;0.341;492.2;557.8;79.6;39.1;51.1;10.9;258.4;356.8;81.7;0.736;10.9;2.11;0.79;236.182639;201.23404;0.95
MP;ai-15;na;1;elevated;elevated;20.01.2017;16.5;16.5;01.03.2017;15.03.2017;40;14;54;54;19.3;56.3;16462.38;13;129;4.3;2084.1;7450;7749.6;9838;9.838;0.27;5;1;;;M;0.369;0.228;0.211;0.269;37.1;46.7;11.8;460.6;506.4;175.8;284.9;321.4;112;0.804;9.5;2.29;0.74;151.6316918;175.91475;1.2
MP;ai-15;na;2;ambient;ambient;20.01.2017;19.1;19.1;02.03.2017;14.03.2017;41;12;53;53;19.7;52.4;15963.69;4;72;2.6;4095.6;8530;8711.2;12809.4;12.8094;0.47;5;1;;;M;0.206;0.31;0.247;0.254;41.2;49.9;16.5;563.9;669.8;114.2;164.2;216.1;50.5;0.745;14.3;1.37;0.63;298.6327925;214.63837;33.3
MP;ai-17;na;1;ambient;ambient;20.01.2017;NA;0.5;24.02.2017;07.03.2017;35;11;46;46;20.6;67;22319.21;20;124;2;1622.2;6400;6494.6;8118.8;8.1188;0.25;5;1;;;M;0.295;0.207;0.237;0.246;27;36;7.9;188.8;227.7;62.8;75.2;94.8;23.9;0.722;40.15;1.85;1.45;2.341103735;-62.38445;66.5
MP;ai-17;na;3;ambient;ambient;20.01.2017;;0.5;22.02.2017;14.03.2017;33;20;53;53;18.3;69.8;18349.63;17;133;10.2;3134.9;8710;9093.9;12239;12.239;0.34;5;1;;;M;0.217;0.191;0.162;0.19;53.1;76.7;19.6;774;898.3;280.8;225.4;267.4;83.5;0.719;25.8;1.91;1.31;2.341103735;-62.38445;69.3
MP;ai-17;na;4;elevated;elevated;20.01.2017;7.5;7.5;09.03.2017;27.03.2017;48;18;66;66;14.6;75.3;12599.99;9;111;3.6;3457.2;8570;8819.2;12280;12.28;0.39;5;1;;;M;0.345;0.168;0.159;0.224;39.4;60.5;11.5;454.2;570;179.1;153.9;183.5;58.6;0.679;21.65;1.47;1.03;14.517597;41.87145;1.37
MP;ai-17;na;2;ambient;ambient;20.01.2017;18.1;18.1;03.04.2017;16.04.2017;73;13;86;86;10;30.5;2394.25;7;48;1.6;2276.3;11350;11549.3;13827.2;13.8272;0.2;5;1;;;M;0.367;0.204;0.259;0.277;63.6;75.1;12.9;591.6;685.3;177.3;33.1;49.1;9.1;0.744;13.85;1.57;0.14;230.1054541;199.74467;12.4
MP;ai-19;na;1a;elevated;elevated;20.01.2017;12;12;27.02.2017;09.03.2017;38;10;48;48;16.1;52.4;10662.34;7;139;3.6;1865.4;5960;6031.4;7900.4;7.9004;0.31;5;1;;;M;0.526;0.914;0.857;0.766;33.6;48.4;6.5;219.3;282.7;60.9;11.4;15.7;4;0.664;9;2.65;0.84;46.91830979;108.8931;0.94
MP;ai-19;na;1;elevated;elevated;20.01.2017;13.6;13.6;22.02.2017;01.03.2017;33;7;40;40;16.7;51.2;11209.15;6;116;2.3;1518.9;6210;6395.9;7917.1;7.9171;0.24;5;1;;;M;0.46;0.292;0.31;0.354;42.9;59.1;7.8;516.1;668.9;120.4;215.6;308.3;57.7;0.679;9.8;2.27;0.94;71.19988477;132.72302;0.87
MP;ai-19;na;2;elevated;elevated;20.01.2017;18.8;18.8;22.02.2017;27.02.2017;33;5;38;38;19.8;57.2;17603.38;5;135;8.2;1846.2;7130;7299.6;9154;9.154;0.25;5;1;;;M;0.325;0.21;0.253;0.263;92.2;118.9;16.9;512.2;690.7;141;40.9;72;11.7;0.633;11.1;2.36;1.01;276.1686141;210.17026;0.89
MP;ai-19;na;4;ambient;ambient;20.01.2017;16.4;16.4;NA;14.03.2017;NA;NA;NA;NA;16.8;55.2;12230.02;13;93;4.3;2428.2;7030;7344.1;9776.6;9.7766;0.33;5;1;;;M;0.307;0.234;0.226;0.256;68.8;76.6;17;731;932.6;204.8;304.3;454.7;92.3;0.726;12;1.68;0.73;147.7300763;174.42538;38.8
MP;ai-19;na;4a;elevated;elevated;20.01.2017;10.9;10.9;02.03.2017;13.03.2017;41;11;52;52;15.8;63.3;12404.74;3;73;2.6;1746.3;7960;8298.6;10047.5;10.0475;0.21;5;1;;;M;0.317;0.223;0.204;0.248;61.1;78.9;15.4;728.5;829.3;229.6;285.5;341.7;93.6;0.775;11.05;1.15;1.01;35.22173276;92.51003;1.22
MP;ai-19;na;3a;ambient;ambient;20.01.2017;8.7;8.7;09.03.2017;16.03.2017;48;7;55;55;16.1;70.2;14284.29;6;113;3.3;2855.2;7570;7765.9;10624.4;10.6244;0.37;5;1;;;M;0.285;0.271;0.277;0.278;43.5;54.1;12.6;531.1;630.4;175.3;26.2;35.4;8;0.73;11.5;1.61;1.12;19.84940238;59.74389;61.5
MP;ai-19;na;2a;ambient;ambient;20.01.2017;10.5;10.5;22.02.2017;01.03.2017;33;7;40;40;20.8;47.8;16233.95;4;84;5.9;1795;9330;9684.4;11485.3;11.4853;0.19;5;1;;;M;0.321;0.215;0.217;0.251;43.5;52.8;13.4;625.8;720.1;233.1;291.1;339.1;107.9;0.788;14.1;1.76;0.93;31.73412182;86.55255;37.3
MP;ai-19;na;3;ambient;ambient;20.01.2017;12.4;12.4;02.03.2017;12.04.2017;41;41;82;82;17.3;46.9;11018.81;6;72;5.2;4920;7290;7583.6;12508.8;12.5088;0.65;5;1;;;M;0.379;0.235;0.216;0.277;34.8;41.5;8.2;504.8;622.1;149.4;361.4;433.5;136;0.769;14.75;1.54;0.42;52.07467781;114.85058;34.5
MP;ai-2;na;3;elevated;elevated;20.01.2017;12.1;12.1;27.02.2017;09.03.2017;38;10;48;48;19.2;51.8;14990.01;5;114;2.1;2519.1;7040;7174.4;9695.6;9.6956;0.35;5;1;;;M;0.455;0.272;0.384;0.37;65.8;81.4;11.7;389;485.7;115.1;33.2;47.1;7.6;0.721;10.55;2.2;0.83;48.15744272;110.38247;0.83
MP;ai-2;na;1;ambient;ambient;20.01.2017;NA;2;01.03.2017;16.03.2017;40;15;55;55;20.2;51.1;16367.91;7;98;2.7;2587.1;7850;7974.4;10564.2;10.5642;0.32;5;1;;;M;0.435;0.279;0.205;0.306;38.6;45.2;9.8;283.3;367.9;83.4;86.4;138.4;31.2;0.677;23.85;1.92;0.89;3.461278398;-40.0439;49.1
MP;ai-2;na;2;ambient;ambient;20.01.2017;16.5;16.5;09.03.2017;15.03.2017;48;6;54;54;17.6;63.4;15416.45;7;123;3.2;3292.4;9470;9822.8;13118.4;13.1184;0.34;5;1;;;M;0.459;0.231;0.199;0.296;37.3;42.7;7.4;524.6;557.6;184.2;398.9;508.3;161.2;0.814;16.25;1.94;0.87;151.6316918;175.91475;46.9
MP;ai-4;na;3;ambient;ambient;20.01.2017;16.4;16.4;02.03.2017;13.03.2017;41;11;52;52;19.2;53.9;15597.71;7;82;8.2;2875.6;6910;7143.3;10027.1;10.0271;0.4;5;1;;;M;0.41;0.265;0.245;0.307;81.4;104.4;15.5;465;548.3;132.1;261.7;335.5;85.7;0.749;15.3;1.52;0.72;147.7300763;174.42538;37.5
MP;ai-4;na;4;elevated;elevated;20.01.2017;11.7;11.7;01.03.2017;07.03.2017;40;6;46;46;20;55.6;17458.4;8;100;2.2;2388.6;7600;7916.5;10307.3;10.3073;0.3;5;1;;;M;0.34;0.402;0.26;0.334;1135.5;1349.7;219.8;40.5;56.8;9.9;286.1;371.3;86.8;0.721;10.65;1.8;0.95;43.38895432;104.42499;0.95
MP;ai-4;na;2;elevated;elevated;20.01.2017;15.2;15.2;01.03.2017;20.03.2017;40;19;59;59;18.8;56.4;15648.2;10;112;4.3;3480.8;8700;9045;12530.1;12.5301;0.38;5;1;;;M;0.382;0.216;0.198;0.265;37.3;46.8;8.8;725.7;870.3;227.7;352.2;420.8;108.5;0.768;9.35;1.99;0.7;108.0478733;156.55294;0.89
MP;ai-4;na;1;ambient;ambient;20.01.2017;14.2;14.2;15.03.2017;23.03.2017;54;8;62;62;17.1;69.3;15907.25;6;119;2.4;3168.9;11690;12022.1;15193.4;15.1934;0.26;5;1;;;M;0.209;0.427;0.19;0.275;698.8;813.1;230.7;13.2;16.7;2.8;264.1;318.3;98.6;0.768;15.35;1.72;0.89;83.25410192;141.65924;55.1
MP;ai-5;na;4;elevated;elevated;20.01.2017;12.1;12.1;20.02.2017;24.02.2017;31;4;35;35;16.1;38.5;7833.97;6;96;8;1788.5;4180;4377.3;6173.8;6.1738;0.41;5;1;;;M;0.525;0.358;0.362;0.415;54.8;71.6;9.9;527.3;591.2;115.4;293.7;344.2;72;0.803;10.55;2.49;0.75;48.15744272;110.38247;0.55
MP;ai-5;na;3;elevated;elevated;20.01.2017;13.6;13.6;01.03.2017;07.03.2017;40;6;46;46;22.1;51.8;19860.22;6;75;2.9;2396.9;6630;6908.3;9308.1;9.3081;0.35;5;1;;;M;0.338;0.238;0.269;0.281;65.8;81.4;15.7;936.4;1211.3;255.5;23;38.1;7.1;0.663;12.6;1.45;0.83;71.19988477;132.72302;0.79
MP;ai-5;na;1;ambient;ambient;20.01.2017;16;16;17.02.2017;08.03.2017;28;19;47;47;18.7;74.6;20478.2;12;104;2.2;2918.4;6830;7025.7;9946.3;9.9463;0.42;5;1;;;M;0.438;0.119;0.115;0.224;37.2;58.4;7.8;715.3;911.2;177.7;30.9;56;10.2;0.589;17.9;1.39;1.25;133.1020331;168.4679;58.6
MP;ai-5;na;4a;elevated;elevated;20.01.2017;11.3;11.3;01.03.2017;13.03.2017;40;12;52;52;17.6;64.2;15610.97;6;105;1.6;2836.4;7430;7671.1;10509.1;10.5091;0.37;5;1;;;M;0.398;0.281;0.222;0.3;43.1;58.8;9.5;600.2;755.3;157.5;221.7;278.7;74.1;0.714;10.55;1.64;1.02;39.09263554;98.46751;1.1
MP;ai-5;na;1a;elevated;elevated;20.01.2017;10.2;10.2;15.03.2017;22.03.2017;54;7;61;61;19.4;52.1;15392.56;8;92;3.1;2889.6;7800;8119.9;11012.6;11.0126;0.36;5;1;;;M;0.247;0.187;0.137;0.19;37.7;42.6;14.2;539;620.2;192.2;228.8;269.7;113.5;0.792;10.6;1.77;0.69;29.34697281;82.08444;0.87
MP;ai-5;na;2a;ambient;ambient;20.01.2017;10.3;10.3;27.02.2017;20.03.2017;38;21;59;59;17.8;57.8;14375.98;24;135;1.8;3438.3;9270;9564.3;13004.4;13.0044;0.36;5;1;;;M;0.284;0.239;0.202;0.242;36.1;54.4;10.8;741.6;832.5;219;174.9;206.1;64.5;0.737;10.5;2.34;0.81;30.1220391;83.57381;47.5
MP;ai-5;na;2;ambient;ambient;20.01.2017;10.2;10.2;24.02.2017;21.03.2017;35;25;60;60;19.2;48.5;14035.05;17;114;2.9;3768.4;11050;11398.7;15170;15.17;0.33;5;1;;;M;0.321;0.207;0.194;0.241;42.4;63.5;12.9;693.2;776.8;249.6;226.8;273.4;86.2;0.725;24.7;2.35;0.64;29.34697281;82.08444;38.3
MP;ai-5;na;3a;ambient;ambient;20.01.2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#VALUE!;#VALUE!;NA
MP;ai-6;na;2a;elevated;elevated;20.01.2017;9.4;9.4;23.02.2017;06.03.2017;34;11;45;45;18.5;45.9;12331.78;9;82;3.7;1450.4;4360;4571.6;6025.7;6.0257;0.32;5;1;;;M;0.478;0.256;0.251;0.328;43.7;67;7.8;392.5;569.3;126;223.9;322.5;77.8;0.602;11.2;1.79;0.81;23.82291184;70.16948;1.11
MP;ai-6;na;4;ambient;ambient;20.01.2017;19.5;19.5;17.02.2017;28.02.2017;28;11;39;39;19;52.6;14906.05;4;122;4.9;1767.4;5270;5401.9;7174.2;7.1742;0.33;5;1;;;M;0.401;0.296;0.416;0.371;56.6;85.6;10.9;473;593.2;108;54.9;80.4;13;0.662;16.13;2.32;0.85;331.4528277;220.59585;33.1
MP;ai-6;na;1a;ambient;ambient;20.01.2017;14;14;NA;07.03.2017;NA;NA;NA;NA;19.6;46.1;13902.17;15;77;3.3;1928;7810;8013;9944.3;9.9443;0.24;5;1;;;M;0.345;0.225;0.247;0.272;70.7;88.6;17.7;520.2;678.6;165.4;63.4;80.7;19.9;0.718;15.25;1.67;0.697826087;79.02482155;138.6805;32.1
MP;ai-6;na;3;elevated;elevated;20.01.2017;18.2;18.2;27.02.2017;09.03.2017;38;10;48;48;20.3;55.4;17921.38;9;129;2;2254.3;7490;7688.2;9944.5;9.9445;0.29;5;1;;;M;0.372;0.22;0.18;0.257;36.1;46.7;8.6;530.2;656.3;174.9;38.5;51.7;14.7;0.701;10.05;2.33;0.78;236.182639;201.23404;1.13
